Text,Text_English,Klasifikasi_NLP,Klasifikasi_NaiveBayes
mereka tidak  seberuntung jakarta  awal debut sudah  landa covid harus mereka promosi sana sini memperkenalkan mnl48 orang awam sial mereka tidak  bisa ngapa-ngapain,"they weren't as lucky as jakarta at the start of their debut, already hit by covid, they had to promote here and there, introducing mnl48, ordinary people, damn they can't do anyth",Positif,Positif
sepanjang hari rasa sakit kepala lepas itu  dapat berita staff positif covid saya dok lama sebelah dia hari itu ,i had a headache all day and then got the news that my staff was positive for covid,Positif,Positif
mucus memang  sekarang  rasa tak selesa dekat  bahagian rongga paling teruk waktu pagi time bangun tidur sbb dulu covid simptom dapat pakej batuk dengan  selsema sekali,"the mucus is really uncomfortable near the cavity, the worst is when i wake up in the morning, like before covid, the symptoms are getting a cough package with a cold",Negatif,Negatif
sebaran covid-19 hari dki jakarta tertinggi,the distribution of covid-1' day in jakarta is the highest,Netral,Netral
long covid jumlah virusnya berapa dok,long covid how many viruses doc,Positif,Positif
disana covid dipolitisasi lockdown dibuat tidak  demonstrasi memuluskan upaya xi menjabat periode,there covid politicized lockdown made no demonstrations pave the way for xi to serve the term,Netral,Netral
lelahnya era covid lumayan berasa kalau  saya  pas jaman ppkm kerja berasa demanding sekali  laptop terbuka terus pas sudah  pelonggaran ppkm ekonomi melambat jadinya dilanjut wiken hajar terus dilanjut perang,"the tiredness of the covid era is pretty good, i feel like when i'm in the ppk era, work feels demanding, once the laptop is open, it continues as soon as the ppkm is relaxed, the economy slows down, so it's extended to the hajar weekend, then the war continu",Positif,Positif
puskesmas dki buka vaksinasi covid-19 jadwal lokasinya,the dki health center opens the covid-1' vaccination schedule for its loc,Negatif,Netral
allah sedih sangat  harusnya kalau  presidenny tidak  se egois tidak  kejadian gini tidak  mol denger2 sudah  event tahunan covid,"god, it's really sad, it should be if the president isn't as selfish, doesn't happen like this, doesn't let me hear that it's been an annual covid ev",Negatif,Negatif
mana balita divaksin covid orang goblok asal komen cocoklogi sama  vaksin,"where are toddlers vaccinated against covid, stupid people as long as they comment that the vaccine is compatible with the vaccin",Negatif,Negatif
kalau  kondisinya gini mah mau sebelumnya tidak  kena covid tetap  pada  kena hipoksia anjing ,"if the condition is like this, i don't want to get covid before i still get dog hypoxia",Netral,Positif
banjir parah afrika wuhan lockdown karena  covid naik habis,severe floods in africa wuhan lockdown due to covid rising up,Negatif,Netral
billion perbelanjaan masa covid adakah betul2 dibelanja dijalan benar pn ini  geng baru tapi  macam  mewah ja duit parti,"billion spending during covid is it really spent on the street, is it true that this is a new gang but it's like party money",Positif,Positif
kena letak rumah anak  yatim daif betul rumah anak  yatim itu  sampai  pampers xbertukar makan  sikit macam  kena abuse je berlatih teruk2 jadi  athletes sbb dapat  makan  tempat  tinggal sekarang  ini  nk anak  plk sbb ramai meninggal due to covid,"i have to put up a poor orphanage, the orphanage is until the pampers change to eat a little, it's like i have to abuse it, i have to train hard, so the athletes are able to eat and have a place to live.",Negatif,Negatif
anak kurangkan sama makan obat  cetirizine sapu obat  hydrocortisone mandi pantai pon membantu hari itu  kena covid lol,"children reduce the same as taking cetirizine medicine, applying hydrocortisone medicine, bathing on the beach, it helps that day i get covid lol",Positif,Positif
semoga tidak covid,hopefully not covid,Netral,Netral
depan rumah  dulu  usahanya pjtki pernh calon tki menginap  rmhnya pas covid jadi  bisa  segera bergkt ln tidak  tahu  kenapa  kalau  punya rumah  pergi dia dikunci dari  luar untung tidak  lama  kmd dia tidak  situ lagi  entah jadi  ln bagaimana  tidak  tahu ,"in front of the house, the contractor's business once the candidate for tki stayed at his house during covid so he could leave immediately. don't know why if he had a house, he was locked from the outside, fortunately it wasn't long before he wasn't there anymore, i don't know, how come i don't know",Positif,Negatif
update covid-19 ri oktober tambah kasus baru kasus aktif,update covid-1' ri october added new cases of active cas,Positif,Netral
misteri dirahasikan anies1 lab covid dia katakan bangun podcast deddy c2 pohon ditebang ngelesnya mau disehatkan3 bukti pembayaran commitment fee -e4 keuntungan -,"mystery is kept secret by anies1 lab covid he said build a podcast deddy c2 trees are cut down, they want to be healthy' proof of commitment fee payment -e4 benefits -",Negatif,Negatif
covid selesai,covid finish,Netral,Netral
jumlah kasus positif covid-19 bertambah minggu 30/10/2022 pasien sembuh bertambah kasus meninggal bertambah kasus,the number of positive cases of covid-1' increased sunday '0/10/2022 patients recovered increased cases of death increased cas,Positif,Positif
jika  tidak tahu didalamnya pandemi covid-19 diam pak tua,if you don't know inside the covid-1' pandemic shut up old man,Positif,Positif
kasatgas covid-19 imbau masyarakat cegah varian baru tetap taat prokes,kasatgas covid-1' appealed to the public to prevent the new variant from obeying the health protocol,Positif,Positif
dalam  keadaan covid tidak  ad ngurangin membercm memang  member lama saja  tidak  diksi kontrak baru terus  pada  grad gen1 bnk sudah  rontok sekarang ,in the covid situation there is no reduction in memberscm indeed the old members don't have new contract terms then on grad gen1 bnk have fallen out now,Positif,Positif
kerumunan bukan karena  covid naik lagi  tapi  kejadian mati berdesakan terjadi lagi  entah  belahan dunia mana semoga sj tidak,"the crowd is not because covid has increased again but the incident of crowding dead is happening again, i don't know which part of the world, i hope it's not",Negatif,Negatif
dec covid stage hari maeps hari hospital deria rasa dengan  semput rasa baru je nk baik saya share mafa kene covid rabu itu  saya pulak positif alhamdulillah saya oke cume batuk teruk sangat kahakk hope tak berpanjangan semput itu  kadang dia datang je,dec covid stage maeps day hospital day sense of smell with runny nose it feels good i'll share the mafa here for covid on wednesday i'm positive alhamdulillah i'm okay just have a really bad cough i hope it doesn't last long the runny nose sometimes com,Positif,Positif
today baby cuti tk boleh date era quarantin zaman jajahan covid saya rindu baby,"today baby is on holiday, i can't date the quarantine era, covid colonial era, i miss you babi",Netral,Positif
tren kasus positif kematian covid-19 meningkat sepekan,the trend of positive cases of covid-1' deaths has increased every week,Positif,Positif
memang  seperti  masa smp problematik sangat  saya kemarin  pas smp begitu  juga  merasa  tidak  disayang lah apa lah mana rumah terus  kan pas covid makin menjadi lah saya cerita tante saya notabene dia tidak  perlu tahu  masalah kalau  ingat  malu sangat  asli,"it's like when i was in junior high school, i was very problematic yesterday, when i was in junior high school, i also felt unloved, what was the house, then when the covid got worse, i told my aunt, incidentally, she didn't need to know the problem, if she remembered, she was really embarrass",Positif,Positif
balap liarantisipasi pelemparan batu ranmor kereta api penipuan onlinepenipuan penggelapan gangguan kamtibmas lainnya memberikan himbauan pencegahan/memutus rantai berkembangnya virus corona/covid kepada masyarakat dilaksanakan,"illegal racing, anticipating stone-throwing, train ranmor, online fraud, fraud, embezzlement, disturbance of other security and order, giving an appeal to prevent/break the chain of development of the corona/covid virus to the community is carried out",Negatif,Negatif
terlepas korban jiwa jujur kgn masa karantina covid,i missed the loss of life to be honest during the covid quarantin,Positif,Positif
masalahnya saya covid tahu  cemana anak bersauna saunaan hantar kat opis pulak tuuuu,the problem is that i know how to send a child to the office after having a sauna,Netral,Negatif
nonton bola dianiaya gas air mata having fun sama temans rayain halloween malah bertemu malapetaka jalan-jalan takut kena covid hidup insecure sekali ,"watching football abused by tear gas having fun with friends, celebrating halloween, even meeting disaster, walking around afraid of getting covid, life is so insecur",Negatif,Negatif
dinkes diy sebut subvarian covid xbb belum terdeteksi yogyakarta,diy health office said the covid xbb subvariant had not been detected in yogyakarta,Netral,Netral
daaa mwamuzi wajana alichanja covid kupitia msaada saya unicef mana kwa ile penalty yajana sio poa sijui ameshapata tiket yakuingia uwanjani siku tar mana kuna tiket zabure zinatolewa bure kwenye mchezo saya mzeempili vs club african kutoka tunisia,"yes, the young referee was vaccinated against covid through the help of saya unicef, because of the penalty yesterday, it's not cool, i don't know if he has already got a ticket to enter the field today, but there are free tickets being given for free in the game saya mzeempili vs club african from tunisia",Positif,Positif
prn orang malas anak keluar mengundi bro masa itu  covid la apa la,"because lazy people go out to vote, bro, what was the covid at that time?",Negatif,Negatif
kek sakit covid anjir,cake sick covid anjir,Negatif,Netral
gini amet pasca covidudah tenaga minim nafas makin minim,"like this, after covid, the energy is minimal, the breath is getting less and less",Negatif,Positif
iya terima kasih sudah  ralat cpr maksudnya pacar  buat covid,"yes, thank you for correcting cpr meaning girlfriend for covid",Netral,Netral
sejak covid belum pernah malang excited sekali  belum  dapat  kost  haha,"since covid, i've never been poor, so excited i haven't been able to get a boarding house haha",Positif,Positif
yeps feel that terasa sekali  setelah kena covid berolahraga mau jogging sudah  mirip  dulu kena,"yep, that feeling really feels like after getting covid, exercising, going jogging, it's the same as befor",Positif,Positif
dulu ade asthma sudah  lama tak kena taoi since kena covid inhaler tak boleh tinggal kena always standby pastu tak boleh anak bercakap pakai mask lelama sesak dada,"i used to have asthma and it has been a long time since i got the covid inhaler, i can't stay on, i have to always be on standby, so i can't talk, i wear a mask for a long time, my chest is tight.",Negatif,Negatif
